,val_loss,val_dense_7_loss,val_dense_8_loss,val_dense_9_loss,val_dense_7_acc,val_dense_8_acc,val_dense_9_acc,loss,dense_7_loss,dense_8_loss,dense_9_loss,dense_7_acc,dense_8_acc,dense_9_acc
0,1.8432107065942922,0.6994912632493056,0.5849315256438381,0.5587879299777003,0.5668041903001851,0.758489372105267,0.7156458345529428,2.380501544455698,0.8611922866055445,0.8288916108571747,0.6904176413194982,0.5293884337328991,0.5761878313269917,0.6048227160344033
1,1.7110507863924564,0.6700885897589199,0.5287359957466501,0.5122262004234419,0.5966359818409224,0.7889558892331778,0.7378609911368711,1.9519903995123278,0.7430034914165747,0.6368989258628724,0.5720879926011669,0.5515189969994466,0.7123820117484987,0.7151582436509767
2,1.6404781691122343,0.6484101674209433,0.5040280336200226,0.48803995672160577,0.6375753775319384,0.7908600440141853,0.7489685763710455,1.8314650107349157,0.7164228012704202,0.5789353834974725,0.5361068415690955,0.5722217854480868,0.7526770834882319,0.7315776963450297
3,1.591535739087559,0.6352196911977079,0.4839330513074034,0.4723829852327851,0.6626467834537425,0.7937162774057851,0.7651539140563282,1.7556531743790729,0.6865374646425493,0.5466073331753836,0.522508382284264,0.5961767282835448,0.7728246230340414,0.7374474534226644
4,1.5492477028077083,0.6249940481990982,0.46378600701420164,0.460467651878906,0.6639162141797809,0.799746107237939,0.7715011107206572,1.7007933633129102,0.6691916686712991,0.5225225922192761,0.5090790938790183,0.6108511185545825,0.7733798658780673,0.7441104137662042
5,1.5166835927161213,0.6138971811701328,0.4507147233586809,0.4520716583849853,0.6734370052417246,0.8045065105434298,0.7784830187661653,1.6638556685825547,0.6575193973066805,0.5076054950532314,0.4987307681934853,0.6235424747826929,0.7834536400833789,0.7482351090827298
6,1.4883661408229163,0.6039893349478336,0.4373552431495785,0.44702154805606525,0.6794668334281774,0.8130752107182294,0.7826086984139251,1.608689282295431,0.6380003736154731,0.4813313257252658,0.48935758393336753,0.6441659431553213,0.7961449982901158,0.7509320228854585
7,1.4597100830199188,0.5897819966371004,0.42939369372434744,0.44053440350685674,0.6931132982171403,0.8181529685793435,0.7848302208405001,1.5772317815207089,0.6249667403079936,0.4733468064084026,0.4789182419127114,0.6538431011893856,0.7980487027279474,0.7584675166507996
8,1.4375689093251713,0.5786045044234955,0.4221005366363816,0.4368638583059653,0.7051729642183431,0.8219612797681433,0.7886385266192941,1.5652697274031888,0.6196107139214465,0.4648883710408122,0.48077065236952166,0.6639168695084608,0.8036011739557075,0.7594986907872445
9,1.4117782992886876,0.5688372661067886,0.4123582054001685,0.43058284291461396,0.7124722293731486,0.8254522342448838,0.7860996503369916,1.538749043092556,0.6107014345311433,0.4559333780320203,0.47211422909447437,0.6650273644395585,0.8097088936300558,0.7675894336610799
10,1.3901793433158824,0.5600112959227083,0.40521731148898055,0.42495073686891494,0.7194541475387726,0.8295779088987921,0.7905426868103074,1.5249385730199208,0.6071930291244756,0.4488678022165969,0.4688777407084467,0.6691520615597781,0.8077258665064112,0.76996906560901
11,1.3716345224559061,0.5538214686483627,0.39754373815013505,0.4202693156574083,0.7204062181856851,0.8330688692016929,0.7946683576809948,1.5095866674698721,0.5994191696426914,0.44576980962792634,0.464397681986793,0.6735147123504349,0.8113746331545025,0.7670341834651684
